03,09,23,24,16,11,04
38,18,30,17,28,36,04
09,08,24,22,06,14,03
20,06,18,38,16,24,07
33,13,25,27,29,06,01
19,23,33,15,28,27,02
33,24,03,07,20,21,08
17,31,18,22,13,29,03
30,17,02,27,34,23,01
36,15,12,37,31,24,06
33,04,05,03,16,15,06
25,34,28,24,31,07,03
32,15,25,34,26,22,04
09,19,27,21,37,23,08
34,35,27,09,24,11,04
33,01,11,05,25,02,04
24,05,03,13,16,26,03
12,05,27,22,13,30,08
16,14,23,02,06,31,03
20,37,30,22,32,36,01
22,19,07,09,16,10,08
04,19,35,33,31,23,02
24,09,31,10,36,35,07
17,04,37,32,27,25,01
33,16,26,24,04,08,06
19,31,09,02,32,20,07
10,19,11,03,18,33,05
03,21,36,28,25,14,03
37,11,01,24,20,12,08
13,07,28,33,06,26,05
33,01,02,29,15,13,03
15,22,02,23,20,09,05
28,05,03,35,27,37,05
15,09,05,19,22,01,05
07,05,19,04,38,03,04
20,04,13,38,27,33,01
08,07,20,30,19,17,02
34,23,19,32,20,13,04
34,11,12,30,26,32,08
09,02,07,06,16,25,01
06,15,08,13,17,29,05
06,01,20,14,38,11,05
29,34,17,13,23,27,05
30,37,12,05,11,26,05
37,13,22,26,31,03,06
13,29,11,18,26,28,07
14,05,28,35,34,38,06
19,33,34,35,36,27,04
09,11,34,27,17,13,06
16,32,17,01,30,29,07
15,18,06,35,22,34,03
24,20,32,25,29,23,08
30,26,03,36,09,23,05
34,32,26,19,03,20,08
07,32,37,22,34,13,07
01,23,19,11,04,08,03
25,30,01,20,33,16,01
03,28,07,09,32,20,05
27,36,20,37,23,08,04
19,12,30,04,23,33,05
28,33,15,10,18,29,05
18,17,01,15,38,09,06
24,27,11,03,22,12,06
24,38,11,14,34,10,03
21,32,35,38,06,16,07
28,07,13,06,03,17,03
19,28,07,09,26,31,08
25,32,19,27,10,09,05
31,03,24,08,16,38,06
14,16,34,08,27,04,02
26,28,07,02,11,25,04
37,29,08,16,14,02,06
29,36,06,33,03,26,05
02,21,15,23,36,31,01
28,30,15,29,38,22,07
04,08,21,35,12,17,08
16,15,27,23,30,13,02
08,21,07,27,10,34,04
37,06,08,15,01,24,07
17,09,28,18,22,15,06
18,19,16,14,09,02,06
38,37,30,20,14,04,04
19,32,22,12,01,15,05
28,21,27,09,38,11,04
01,32,16,10,30,23,02
14,38,35,15,03,11,02
05,25,24,03,28,12,06
12,38,03,17,27,28,04
16,17,11,33,34,38,08
24,29,06,13,14,38,08
24,38,27,12,35,10,06
03,21,14,36,10,23,03
02,19,11,31,09,35,04
06,07,09,32,02,21,04
31,12,33,08,15,05,05
27,14,29,26,19,18,06
06,23,22,31,16,34,08
34,33,29,21,01,31,02
27,05,02,17,11,23,02
38,05,14,10,34,31,02
07,36,37,27,25,31,07
09,26,30,14,37,01,06
20,23,38,29,22,13,08
26,14,06,31,05,38,06
21,08,17,37,03,06,01
26,35,01,18,38,22,02
32,06,17,38,14,18,02
21,01,02,12,35,16,03
01,22,37,31,35,33,03
08,38,14,30,28,05,05
08,01,22,17,26,24,06
16,26,29,23,33,12,07
31,13,01,33,30,37,08
08,32,34,29,07,23,05
18,21,37,14,29,10,05
07,04,21,35,25,37,04
18,27,31,10,21,33,03
09,11,36,13,33,23,03
17,04,37,03,29,06,07
31,15,07,12,08,18,06
25,19,24,37,15,14,06
10,20,05,22,36,11,06
13,02,06,37,28,20,02
32,07,26,02,36,27,02
05,34,14,33,19,07,03
20,29,38,07,34,11,04
05,02,10,36,33,06,03
01,20,06,10,23,35,06
23,13,29,24,04,19,05
01,08,05,27,06,14,04
26,12,31,05,33,11,07
15,24,10,27,34,20,08
21,04,26,05,14,36,05
30,09,29,19,34,22,04
29,04,27,01,05,15,04
05,17,13,15,30,06,07
08,07,29,28,38,37,01
28,23,32,10,14,36,02
10,28,01,16,15,07,02
18,13,30,36,32,26,03
18,38,05,27,34,12,05
32,30,23,13,33,35,08
22,08,01,30,16,18,06
26,11,20,31,05,15,04
02,33,13,36,09,04,06
34,06,12,28,23,09,05
38,10,29,32,16,09,06
36,11,24,31,22,07,03
21,17,08,15,31,11,07
31,04,09,34,21,07,02
18,13,07,24,37,29,07
35,24,15,04,36,08,06
31,02,17,07,32,10,03
16,20,24,15,23,18,03
26,07,36,03,25,35,05
24,08,02,07,05,15,07
08,02,38,17,24,16,05
08,03,10,07,18,31,04
37,10,20,30,09,01,03
21,02,33,15,34,20,03
36,28,25,01,30,03,02
25,21,22,04,33,09,07
20,06,14,24,12,15,07
35,16,38,17,24,12,04
06,01,29,02,16,11,07
18,32,37,25,38,20,01
19,03,28,14,08,34,02
23,11,07,26,25,06,04
32,18,20,06,07,24,07
05,32,13,30,23,14,02
08,11,02,21,15,20,02
35,03,04,38,29,27,02
07,18,14,29,08,15,02
34,35,38,05,22,12,02
12,37,10,31,16,05,07
33,26,15,01,13,22,06
02,37,01,33,07,36,05
12,18,06,10,38,08,03
19,07,09,37,30,01,04
34,23,11,35,02,24,04
16,35,24,19,01,14,08
35,24,12,06,01,25,06
06,24,04,18,26,11,04
07,23,16,04,17,02,01
13,09,04,14,19,37,02
17,07,38,03,14,26,07
28,12,04,06,37,29,03
12,27,11,31,06,14,04
04,30,32,15,17,01,03
05,10,11,36,02,38,03
15,24,07,22,26,34,01
01,20,08,37,13,11,01
05,01,34,08,31,35,02
04,16,15,02,25,36,03
26,11,09,29,01,08,04
20,09,07,15,30,31,05
13,23,08,28,35,34,02
21,06,13,30,24,09,05
20,03,12,06,18,35,02
31,27,17,37,20,19,03
36,07,04,19,25,20,08
32,07,31,08,11,03,03
12,21,30,34,08,35,05
14,05,28,16,21,22,05
33,30,16,18,19,13,03
11,25,10,38,06,32,03
22,13,15,35,10,09,03
19,32,25,34,05,29,08
15,11,34,17,26,29,01
29,35,01,38,09,08,01
18,25,37,17,01,21,01
06,22,07,25,37,04,04
30,05,32,22,01,12,08
08,19,01,13,35,30,05
11,09,13,12,24,30,04
17,31,20,01,26,03,02
30,22,15,12,17,04,03
15,04,17,10,28,16,01
18,05,02,14,08,09,04
10,14,15,18,08,29,02
12,22,07,14,03,02,04
03,34,32,26,21,01,02
25,13,26,05,22,31,05
26,37,08,22,04,02,01
04,23,06,11,18,16,04
04,15,03,34,16,24,04
04,25,34,01,36,18,01
03,34,13,38,26,17,08
30,07,12,08,06,28,01
15,19,20,17,24,27,08
25,20,27,33,17,04,06
16,25,02,09,07,17,07
10,08,21,11,12,06,06
11,35,17,33,30,10,08
24,34,26,05,07,38,03
19,13,14,38,24,32,01
09,19,26,02,29,31,01
31,09,01,21,27,16,05
19,20,18,23,08,37,08
15,04,28,17,20,25,01
11,38,20,21,13,01,02
26,09,37,30,16,18,05
14,34,17,28,29,20,05
14,20,13,10,17,21,02
08,34,13,28,29,07,02
20,26,24,19,36,17,03
20,17,03,22,04,07,05
38,16,15,03,23,10,03
30,01,12,24,06,25,03
28,03,01,24,17,07,07
23,36,03,08,24,22,04
15,10,16,02,21,12,05
14,23,29,01,28,18,07
13,15,37,30,16,32,06
12,21,02,24,34,37,05
03,06,31,11,26,38,06
05,19,38,25,12,08,03
13,16,32,26,06,33,03
11,38,16,05,23,17,02
06,38,28,13,10,09,06
20,29,14,36,38,09,04
26,32,02,37,33,08,07
02,26,17,36,19,13,06
09,27,25,10,24,33,02
06,24,14,04,11,18,05
33,17,25,01,08,06,02
01,15,08,19,14,11,03
05,26,36,12,08,30,04
05,27,16,07,18,03,01
06,19,26,33,12,05,06
32,31,25,12,36,22,02
38,13,20,31,12,22,02
01,31,24,12,25,35,04
19,13,08,36,02,22,01
04,24,01,16,28,19,06
34,13,23,38,21,16,06
15,13,34,24,33,08,07
14,15,22,32,11,13,02
36,13,14,08,19,24,02
22,28,30,18,09,29,02
15,19,38,06,34,37,03
23,03,21,01,13,38,02
12,09,21,10,37,24,07
20,38,24,19,32,23,01
18,15,09,33,29,04,07
36,03,13,21,07,16,07
26,35,27,18,08,19,02
04,18,08,12,16,22,02
06,26,09,12,10,18,05
28,05,33,15,35,08,06
13,36,22,09,08,18,08
12,27,30,32,05,37,07
11,38,22,24,10,17,04
35,04,36,07,16,21,01
22,29,38,24,15,05,08
26,14,09,12,32,20,06
26,02,23,03,38,13,07
31,04,25,33,17,27,07
01,31,18,24,30,27,04
23,16,27,20,04,17,04
06,23,05,12,32,20,02
09,01,10,07,17,16,06
14,31,36,24,34,19,02
33,27,35,38,06,22,08
28,25,18,06,24,15,05
02,11,04,19,07,32,05
15,22,27,19,38,03,06
20,10,23,01,07,24,01
12,04,25,27,14,16,03
29,11,19,33,05,07,06
01,24,30,26,08,37,05
23,04,17,28,03,32,01
31,25,08,24,06,22,02
10,03,09,24,31,28,06
10,06,20,25,14,26,04
34,13,20,38,27,05,02
29,26,36,09,10,03,05
35,03,25,16,19,36,02
19,33,34,38,27,24,06
19,08,13,35,04,30,04
11,36,02,20,18,15,06
31,38,13,22,03,04,04
29,33,36,19,05,04,02
01,17,13,12,29,09,03
22,32,24,25,23,34,02
33,24,36,10,22,31,05
14,21,24,29,31,32,05
02,24,15,12,03,21,03
32,25,31,35,22,34,02
07,28,06,09,22,33,01
02,32,24,04,38,23,01
18,02,37,21,25,31,08
26,24,15,28,06,30,03
36,21,24,16,09,29,03
19,21,06,14,16,12,06
13,28,04,03,20,23,07
35,32,20,04,12,36,01
15,07,14,11,06,34,01
04,26,37,20,38,13,02
33,11,20,34,03,35,02
38,12,25,08,23,27,06
30,20,17,13,24,19,02
16,19,25,04,11,29,01
36,02,13,05,03,18,08
17,22,33,38,20,18,08
22,25,10,06,38,18,05
15,01,21,33,03,02,07
32,31,30,25,16,01,07
02,18,28,35,26,10,01
22,07,20,21,17,23,04
24,13,16,21,04,38,02
01,06,17,35,10,33,07
03,22,02,18,09,35,08
32,10,14,31,18,27,02
13,28,12,07,27,37,06
13,22,23,12,19,03,01
37,25,03,19,24,31,06
11,09,28,23,12,36,04
21,24,26,03,32,23,03
28,11,38,25,10,17,03
36,37,17,05,03,02,05
19,12,26,28,02,11,07
08,15,12,13,07,30,08
04,15,05,02,35,27,03
25,08,22,17,37,20,02
25,22,32,20,29,31,03
19,20,29,17,36,26,01
06,37,07,13,28,15,03
27,09,26,21,36,01,08
16,02,29,17,13,36,01
14,05,09,23,29,27,02
03,07,28,24,19,04,04
06,37,05,34,33,13,04
30,02,04,24,10,08,07
19,23,03,27,04,26,08
21,30,17,02,19,27,02
19,14,07,31,28,34,05
15,27,33,21,11,28,06
33,23,36,04,09,21,04
11,21,02,22,28,10,07
22,36,06,10,20,19,06
24,20,27,06,03,07,04
31,04,34,22,36,21,02
11,36,10,28,01,15,08
12,05,04,38,24,21,03
36,31,12,05,03,35,01
22,13,20,26,02,21,01
15,04,26,16,35,27,04
23,28,22,04,01,30,02
02,36,16,31,15,03,04
16,02,03,25,37,38,07
06,27,29,28,38,03,01
04,21,07,34,27,16,04
36,38,15,18,24,01,06
08,07,10,15,23,17,03
05,33,13,17,23,06,02
07,25,09,08,12,05,06
18,15,19,03,22,26,02
30,09,03,29,27,23,01
13,31,10,35,15,04,01
04,06,13,36,37,10,08
23,24,35,29,38,20,01
19,16,09,07,21,14,05
38,29,07,14,32,36,05
21,26,37,11,35,33,04
33,19,13,34,36,11,01
21,16,14,19,30,03,02
14,34,23,27,36,35,03
05,17,29,11,34,02,05
17,27,28,16,14,02,01
22,33,23,38,24,34,04
35,24,06,25,18,05,02
18,19,28,06,16,04,02
29,34,30,18,26,10,05
20,02,17,38,14,03,03
03,08,06,13,02,21,07
37,32,25,01,19,23,02
11,29,14,07,04,36,04
11,31,32,37,24,25,08
16,01,14,30,20,07,04
38,08,19,07,15,34,08
36,02,31,37,06,29,08
31,17,27,23,03,05,01
29,06,18,31,19,10,06
02,03,25,09,07,27,05
28,22,18,07,03,35,05
16,23,08,21,14,01,01
25,02,28,11,08,12,08
08,32,01,13,21,26,01
34,25,19,13,36,26,06
29,13,28,20,02,34,02
02,04,21,11,16,29,03
08,12,27,24,31,26,01
36,23,27,32,30,21,03
14,17,20,22,23,13,08
18,34,21,33,27,03,05
19,34,28,11,13,30,04
29,27,15,05,31,36,04
30,08,06,14,20,27,03
16,13,33,15,14,31,04
04,22,35,20,02,38,08
20,05,23,07,27,13,08
22,08,06,19,32,30,02
18,26,20,21,05,32,05
02,26,06,29,04,12,06
30,08,13,07,26,15,04
02,38,18,32,22,31,03
26,16,22,29,09,25,04
09,28,22,17,15,07,01
06,32,19,29,28,08,02
31,05,37,26,03,20,04
31,16,17,06,28,24,05
08,21,27,36,33,31,07
24,30,11,08,02,25,06
05,26,21,15,28,03,06
34,01,14,16,25,21,06
12,09,21,32,13,30,07
14,06,30,29,19,31,01
28,17,27,23,01,33,06
13,12,35,28,25,30,03
12,05,13,38,19,27,05
11,13,26,19,15,31,07
07,16,12,30,03,20,08
31,14,20,23,19,06,07
07,21,24,15,08,01,03
27,18,28,12,13,19,03
01,32,27,38,09,35,04
27,20,29,12,36,33,01
18,25,32,35,26,31,04
28,02,14,29,37,33,03
18,16,17,31,36,34,04
35,34,10,24,18,29,02
16,26,29,24,09,05,04
21,04,12,19,14,16,08
10,07,19,28,05,17,01
09,21,36,24,22,10,01
03,10,33,08,17,11,03
14,30,08,01,24,06,03
22,31,15,10,03,20,04
31,13,38,25,30,33,08
38,03,04,09,34,24,01
27,18,30,19,22,35,01
26,07,10,16,33,02,05
11,04,13,34,31,19,07
04,27,16,23,30,33,06
37,25,34,30,04,16,02
33,10,35,15,14,31,04
09,12,33,36,31,11,05
17,37,26,16,23,19,08
33,30,31,01,14,28,02
01,03,16,12,33,35,01
19,18,22,37,10,11,01
30,25,20,06,17,03,05
17,38,12,05,23,20,07
10,15,16,17,26,18,06
33,03,13,15,01,17,01
07,31,30,15,11,12,06
19,31,23,02,32,35,07
20,05,23,21,36,25,03
14,32,25,28,15,34,08
12,24,17,35,30,34,02
35,04,27,36,11,25,08
24,07,35,04,27,33,08
28,29,03,18,04,14,04
35,08,02,04,07,18,06
04,01,25,19,13,21,08
04,38,06,37,18,26,01
01,16,08,33,15,28,06
38,22,26,27,06,17,04
20,28,14,16,32,23,07
12,25,20,27,06,37,05
21,07,10,23,27,24,01
27,24,22,17,36,15,06
08,19,01,27,26,38,08
02,28,30,05,07,38,05
24,31,32,15,30,35,08
35,24,17,29,12,03,04
